0.965407205,0.325235999,0.86512162,0.614286,0.222255145,0.575947,0.231402821,0.681387,0.517103154,0.679634,0.693788781,0.575021,0.180728006,0.680331,0.895084939,0.477046,0.542004858,0.483025,0.38816012,0.486676
0.301187815,0.195492881,0.299202926,0.032313,0.788408099,0.294673,0.369810779,0.586087,0.469978696,0.315589,0.538410868,0.284305,0.975142309,0.357425,0.713437766,0.415843,0.543725217,0.883275,0.552690245,0.647865
0.314684299,0.075564396,0.262860689,0.198651,0.398343281,0.628168,0.080078814,0.805342,0.272845339,0.853957,0.495091522,0.720198,0.433635171,0.151329,0.802913077,0.330908,0.574134766,0.923513,0.262361611,0.063139
0.912251022,0.542658561,0.280399991,0.326647,0.775581018,0.299645,0.887288092,0.946287,0.11518835,0.771202,0.605145959,0.356103,0.55157884,0.56443,0.428435821,0.348539,0.157204466,0.094348,0.769356419,0.737296
0.617177869,0.315484492,0.243953135,0.905871,0.880875172,0.368156,0.709896401,0.181098,0.107790279,0.841832,0.951268184,0.828969,0.129700186,0.59813,0.819743684,0.678377,0.871556961,0.312019,0.18532078,0.113801
0.210482134,0.036144254,0.178490172,0.622889,0.438300669,0.078888,0.936103243,0.981672,0.138385113,0.336054,0.675237336,0.025786,0.508097083,0.736144,0.359549242,0.70044,0.504149494,0.002129,0.965957073,0.320741
0.053056074,0.32857395,0.145121378,0.724831,0.431643968,0.265654,0.589446139,0.415013,0.132711792,0.693743,0.746233554,0.764832,0.398366014,0.090824,0.296094775,0.317007,0.134888319,0.992572,0.842748058,0.699137
0.492317961,0.0341657,0.998267762,0.701295,0.940196136,0.122989,0.6971602,0.136748,0.036158143,0.81202,0.499030308,0.884934,0.349139359,0.613835,0.920134866,0.697704,0.767895854,0.531709,0.54261496,0.182598
0.921585749,0.285027838,0.143106367,0.93188,0.698806431,0.079342,0.941025508,0.769339,0.073959556,0.312955,0.00868907,0.11035,0.241930088,0.240345,0.478556563,0.00326,0.074744463,0.979144,0.592544145,0.935509
0.085210183,0.696037301,0.787501161,0.240488,0.909355994,0.805823,0.815066379,0.762864,0.890299976,0.307355,0.201809776,0.383144,0.613003357,0.83309,0.631688128,0.978132,0.822957041,0.379187,0.5755387,0.168585
0.996574692,0.781636335,0.178904399,0.198319,0.991966917,0.452029,0.213893233,0.079507,0.858609361,0.105646,0.292613852,0.05529,0.096138785,0.178449,0.166847276,0.461701,0.736553327,0.356619,0.10943493,0.608435
0.510156161,0.225835459,0.220604357,0.297087,0.548967345,0.801006,0.068404635,0.870345,0.0142773,0.97042,0.449667986,0.086273,0.864925544,0.61589,0.028844403,0.122045,0.966014321,0.984524,0.466048744,0.713994
0.171229086,0.080994676,0.089973004,0.533152,0.893518245,0.315951,0.349307279,0.950389,0.355702185,0.869842,0.055189903,0.194172,0.322015328,0.208019,0.647703186,0.678714,0.434476383,0.846923,0.542201144,0.281917
0.740688597,0.089988606,0.01225458,0.066104,0.250735511,0.147319,0.112951102,0.051417,0.985668285,0.490178,0.716975449,0.31452,0.033969761,0.218582,0.845809146,0.192793,0.141389671,0.080518,0.337474969,0.40903
0.891472937,0.976380638,0.68333037,0.628987,0.605324307,0.223188,0.94891563,0.219044,0.806730143,0.680924,0.026581211,0.661111,0.603510779,0.465277,0.501959828,0.504233,0.590466121,0.493784,0.150741451,0.540504
0.263644367,0.247971252,0.106223616,0.810231,0.435947685,0.183386,0.137614531,0.428163,0.68576452,0.13499,0.357357033,0.028652,0.974755249,0.599362,0.521583893,0.085088,0.787912768,0.356677,0.88969378,0.618828
0.067242162,0.748097192,0.26486331,0.094712,0.888601634,0.672869,0.866516258,0.661604,0.231306551,0.676769,0.972126808,0.649054,0.936291181,0.176375,0.138335982,0.757056,0.615419156,0.795048,0.948612487,0.513086
0.692439745,0.023184603,0.412359377,0.412548,0.047767668,0.758734,0.04943229,0.82429,0.025107215,0.379926,0.63666932,0.075398,0.92153616,0.154709,0.255279245,0.965282,0.046422977,0.453916,0.861603211,0.813865
0.518318443,0.06875034,0.817188602,0.467801,0.096558639,0.40307,0.494246247,0.447412,0.016099143,0.556818,0.760195477,0.757238,0.126526171,0.289033,0.724962655,0.924356,0.526882064,0.208634,0.536520759,0.287114
0.884470995,0.247668578,0.68795527,0.068896,0.062028016,0.293611,0.622067333,0.07583,0.585921433,0.638052,0.840562082,0.895592,0.249854952,0.577939,0.163814227,0.188896,0.078010501,0.625541,0.044801251,0.209
0.438259742,0.062251354,0.566062987,0.74473,0.410555882,0.931678,0.621783946,0.667401,0.663560485,0.137412,0.863332091,0.443217,0.047898939,0.451657,0.633809608,0.301742,0.148772826,0.888134,0.176542397,0.235749
0.094849319,0.397590878,0.818974003,0.389054,0.48934324,0.409824,0.215219449,0.771887,0.395188833,0.563332,0.875004298,0.900911,0.982672532,0.677898,0.836027055,0.582691,0.616516624,0.725278,0.218111911,0.858091
0.557677252,0.220349561,0.29876575,0.594671,0.312981586,0.809588,0.304276486,0.794505,0.303718522,0.602092,0.845908303,0.03111,0.380198917,0.555778,0.941797499,0.753099,0.018328361,0.221753,0.834144516,0.752884
0.227586137,0.818980646,0.182232679,0.216098,0.646652853,0.470027,0.068061453,0.656014,0.588989454,0.585085,0.520984331,0.335289,0.846539927,0.332722,0.655121684,0.030804,0.268382901,0.942297,0.534839527,0.837029
0.837444908,0.735334152,0.102739916,0.581075,0.979266071,0.875831,0.567746896,0.849007,0.766960252,0.758507,0.786152343,0.023602,0.923779872,0.577295,0.462029174,0.086353,0.474279111,0.397246,0.560762871,0.182533
0.733859108,0.025507228,0.25907171,0.532796,0.135537089,0.041108,0.181321415,0.940763,0.118338022,0.295862,0.792604378,0.253893,0.986284193,0.566372,0.349471249,0.805011,0.507503122,0.982113,0.578318235,0.223497
0.0862726,0.399635966,0.197781344,0.544278,0.761165269,0.659031,0.227225323,0.876206,0.805116226,0.911443,0.856384315,0.514611,0.785710401,0.240473,0.316683878,0.769935,0.654239315,0.213054,0.886767223,0.545286
0.415709269,0.591289914,0.159642408,0.822513,0.222408866,0.371386,0.328562019,0.497418,0.223516723,0.371655,0.126388832,0.924903,0.34633514,0.485889,0.542302144,0.470116,0.453467749,0.847509,0.504418081,0.279886
0.885657953,0.407850036,0.640312864,0.964344,0.160750666,0.239146,0.956348516,0.348683,0.230104783,0.618944,0.272283037,0.779889,0.892246503,0.762782,0.685279957,0.462036,0.825377322,0.379949,0.528792368,0.017918
0.394853446,0.757572272,0.658412093,0.502499,0.159911307,0.400747,0.442442533,0.139638,0.757715052,0.766642,0.63040875,0.052802,0.055215313,0.815744,0.972963297,0.409945,0.026628142,0.596509,0.591167495,0.041705
0.444969112,0.790849832,0.89172048,0.476386,0.191270797,0.889783,0.550867955,0.079271,0.218349648,0.868423,0.809284085,0.839247,0.655763284,0.472266,0.881946388,0.309607,0.584475801,0.863378,0.884031346,0.633809
0.585573774,0.863612181,0.837547672,0.326509,0.781064795,0.432426,0.646553442,0.222161,0.093225815,0.079154,0.801932733,0.086516,0.449071425,0.15111,0.388712972,0.79396,0.755772675,0.802073,0.358288757,0.31386
0.931501654,0.861258789,0.60578035,0.636626,0.685700947,0.615756,0.543443621,0.479806,0.599923654,0.712568,0.410010337,0.549479,0.187351268,0.206417,0.972774199,0.701913,0.684514779,0.384157,0.745332222,0.93491
